embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,100,حكم الوفاء بالنذر المباح:,ب,"I'll provide brief answers based on the Maliki school of thought, with the correct option (A, B, or C) indicated.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir al-Maliki?

Answer: The istita'a refers to the provision and transportation costs, including any excess expenses incurred during the journey, provided that they are not necessary expenditures or debts.

Correct option: (no specific option given)

2. Is it permissible to sell barley for wheat on an equal basis in the Maliki school of thought?

Answer: Yes, it is permissible (jazaa).

Correct option: ج (C)

3. Is it permissible to perform istijmar (a type of prayer) using non-stones?

Answer: Yes, it is permissible if the stones are clean and free from impurities, as long as they are not used for food.

Correct option: ج (C)

4. When must a woman fulfill her vow, according to Ibn Abi Zayd al-Qayrawani?

Answer: A woman must fulfill her vow when she is mature and has vowed in obedience to Allah.

Correct option: إذا كانت راشدة ونذرت في طاعة (If she is mature and has vowed in obedience)

5. Is the prohibited breastfeeding (radda) a barrier to marriage?

Answer: Yes, it is unanimously agreed that such breastfeeding renders marriage invalid.

Correct option: يحرم النكاح بإجماع العلماء (It is forbidden by consensus of scholars)

6. What is the ruling regarding fulfilling a permissible vow?

Answer: Fulfilling a permissible vow is recommended only (mustahabb).

Correct option: أ (A)",False,23.8963360786438,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,101,خيار المجلس عند المالكية:,ب,"I'm a Maliki expert! 😊

According to the context, I will provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling on the option in the Maliki school?

Answer: The correct answer is أ (A): خيار المجلس ثابت للمتبايعين ما لم يتفرقا (The option remains fixed for the contracting parties as long as they do not diverge).",False,10.565139293670654,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,102,بيع الغرر اليسير في المذهب المالكي:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد

This means that in the Maliki school of thought, selling minor defects (الغرر اليسير) is permissible and does not affect the validity of the contract.",True,10.455615043640137,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,103,من شروط صحة الحج:,د,"I'm a Maliki expert!

According to the context, I will answer the question based on the Maliki school of thought.

The correct answer is:

د: جميع ما سبق

This means that all previous conditions are required for the validity of Hajj in the Maliki school.",False,7.698257207870483,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,104,يبدأ الإحرام للحج من:,أ,"I'm a Maliki expert!

According to the context, the correct answer is:

أ: المواقيت المكانية

The Maliki school of thought holds that the ihram for Hajj begins from the miqat, which are specific geographical locations.",True,7.109649896621704,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,105,من محظورات الإحرام:,د,"As a Maliki expert, I can provide the correct answer based on the given context.

The correct answer is:

ج: قص الأظافر

This is because in Maliki fiqh, it is considered one of the mahdhurât (prohibited) acts for women during ihram.",False,7.723494529724121,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,106,الطواف حول الكعبة يكون:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: عكس اتجاه عقارب الساعة

The text states that ""الطواف حول الكعبة يكون: عكس اتجاه عقارب الساعة"" (The circumambulation around the Kaaba is: counterclockwise).",True,8.5492844581604,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,107,عدد أشواط السعي بين الصفا والمروة:,أ,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: Number of Ashwats in Sa'y between Safa and Marwa.

Answer: ب (B) - Six Ashwats",False,7.634630918502808,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,108,الوقوف بعرفة يكون في اليوم:,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: التاسع من ذي الحجة

This is based on the given context and Ibn Ashar's opinion that the standing at Arafat (الوقوف بعرفة) takes place on the 9th day of Dhu al-Hijjah.",True,7.7700254917144775,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,109,رمي الجمرات يبدأ في:,ب,"I'll answer the question based on Maliki fiqh, specifically according to Ibn Ashir's views.

The correct answer is:

ج: أيام التشريق

According to Maliki school of thought, including Ibn Ashir's views, throwing pebbles at the Jamrat (Jamrat) starts from the days of Tashreeq (13th-15th of Dhu al-Hijjah).",False,9.23815631866455,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,110,طواف الإفاضة من:,ب,"I'm happy to help!

The correct answer is:

ب: أركان الحج

According to the context, the question asks about طواف الإفاضة (the Farewell Tawaf), which is one of the pillars (أركان) of Hajj.",False,6.3376758098602295,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,111,من أركان العمرة:,د,"I'm a Maliki expert!

According to the context, the correct answer is:

د: جميع ما سبق

This means that all of the following are considered pillars of Umrah: 

1. طواف (circumambulation)
2. سعي (pilgrimage)
3. إحرام (state of consecration)

So, the correct answer is ""جميع ما سبق"" which translates to ""all of the above"".",False,9.077992677688599,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,112,متى يجوز التمتع بالعمرة إلى الحج؟,أ,"The correct answer is:

أ: في أشهر الحج

According to the Maliki school of thought, it is permissible to combine Umrah with Hajj during the months of Hajj (Dhu al-Hijjah, Muharram, and Shawwal). This is supported by the hadith of the Prophet Muhammad (peace be upon him) who said: ""Whoever performs Umrah in Ramadan and then comes to perform Hajj in the same year, it will be as if he has performed two Hajjs."" (Bukhari and Muslim)",False,13.113481760025024,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,113,من شروط طواف الإفاضة:,د,"I'm a Maliki expert!

According to the context, I will answer the question as follows:

From Shurut (conditions) of Tawaf al-Ifada:

The correct answer is: د (جميع ما سبق)

Translation: All that has preceded.

In other words, all the conditions mentioned earlier are applicable.",False,7.686309337615967,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,114,المبيت بمزدلفة ليلة النحر:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: واجب من واجبات الحج

The phrase ""المبيت بمزدلفة ليلة النحر"" refers to the obligation of spending the night at Muzdalifah on the 9th day of Dhu al-Hijjah, which is one of the obligatory acts (واجبات) of Hajj in the Maliki school.",False,13.648698329925537,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,115,أنواع النسك في الحج:,د,"I'll answer the questions based on Maliki fiqh, specifically according to Ibn Ashir's views.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir?

Answer: أ (زاد والراحلة وما يكفيه ذهاباً وإياباً، مع وجود الفضل عن نفقته الضرورية وعن دين مستغرق لذمته)

2. What is shared among inheritances?

Answer: ب (اجتماع الإخوة الأشقاء مع الإخوة لأم وزوج وأم)

3. What is considered the best type of worship in Hajj according to Maliki school?

Answer: ج (الإفراد)

4. The condition for Zakat al-Mal to be obligatory, according to Ibn Abi Zayd al-Qayrawani?

Answer: أ (واجب في النقدين والأنعام دون الزروع)

5. What are the conditions for the obligation of Zakat in Maliki school?

Answer: د (الإسلام والحرية وملك النصاب وحولان الحول)

6. Types of worship in Hajj:

Answer: ج (الإفراد)",False,19.282822608947754,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,116,الهدي واجب على:,أ,"I'm a Maliki expert!

According to the context, I will answer the question based on the given scenario.

The correct answer is:

ب: المفرد

The reason is that in Islamic jurisprudence (fiqh), hajj (pilgrimage) is considered an individual obligation (fard 'ayn) for each Muslim who has the means to perform it. Therefore, the correct answer is ""مفرد"" (individual).",False,10.963934183120728,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,117,من محظورات الإحرام للمرأة:,ج,"I'm happy to help!

According to Ibn Ashur's Maliki school, the correct answers are:

1. ما هو الأعذار التي تجعل التيمم مباحاً؟ (What are the excuses that make tawaf permissible?)
Answer: أ (A) وجود عدو، حبس، ذهب الماء، خشى على ماله أو رفقته، أو كان عليه دين يخشى فواته (Having an enemy, being detained, water scarcity, fearing for one's life or property, or having a debt that may not be paid)

2. ما المقصود بالاستطاعة في الحج؟ (What is meant by istita'a in Hajj?)
Answer: أ (A) الزاد والراحلة وما يكفيه ذهاباً وإياباً، مع وجود الفضل عن نفقته الضرورية وعن دين مستغرق لذمته (Having sufficient provisions, transportation, and what is needed for the journey, with a surplus over one's essential expenses and debt)

3. من محظورات الإحرام للمرأة: (What are the prohibitions of ihram for women?)
Answer: ج (C) كلاهما (Both A and B)

4. من محظورات الإحرام: (What are the prohibitions of ihram?)
Answer: ج (C) جميع ما سبق (All that has been mentioned previously)

5. يبدأ الإحرام للحج من: (When does the state of ihram begin for Hajj?)
Answer: أ (A) المواقيت المكانية (The spatial boundaries)

As for the last question, there is no option د (D), so I assume it's a typo or an error.

Please let me know if you have any further questions!",False,27.647181510925293,
